Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR27846251,2024-02-02 14:37:32,2024-02-02 14:34:10,2270657,654795343,2065736,288,124,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27846/SRR27846251/SRR27846251.lite.1,SRX23509098,DENV1/Viet_Nam/2012-12-12/Yale-DN01816,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359946,SAMN39749010,simple,12637,Dengue virus,DENV1/Viet_Nam/2012-12-12/Yale-DN01816,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,6DE0F615FEAF9ADF89CD64186A2E20DB,6F0D430111049C1E9645E0A23BC0BFAC
SRR27845769,2024-02-02 14:37:31,2024-02-02 14:32:00,2082227,605908187,1930410,290,108,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845769/SRR27845769.lite.1,SRX23508986,DENV1/Viet_Nam/2012-12-17/Yale-DN01473,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359835,SAMN39748858,simple,12637,Dengue virus,DENV1/Viet_Nam/2012-12-17/Yale-DN01473,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,24DC9A29B6E32A63C828D0D48E172D8B,EFB25DED38EF8B74DFA401052B9865E7
SRR27846248,2024-02-02 14:37:32,2024-02-02 14:33:20,1470764,424390785,1339771,288,80,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27846/SRR27846248/SRR27846248.lite.1,SRX23509101,DENV1/Viet_Nam/2012-12-19/Yale-DN01819,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359949,SAMN39749013,simple,12637,Dengue virus,DENV1/Viet_Nam/2012-12-19/Yale-DN01819,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,5D5B3170FDAFC48C9974442BAEC1F642,9304FBB58D8DFD0C47D4DAB839EAFA72
SRR27846234,2024-02-02 14:37:35,2024-02-02 14:33:53,1790762,516859108,1632146,288,96,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27846/SRR27846234/SRR27846234.lite.1,SRX23509283,DENV1/Viet_Nam/2012-12-19/Yale-DN01919,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20360133,SAMN39749101,simple,12637,Dengue virus,DENV1/Viet_Nam/2012-12-19/Yale-DN01919,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,4A7DD85F122C6D65C747E804412945BD,735DB8EDEF4B5380F495CB05DBF95C63
SRR27845768,2024-02-02 14:37:31,2024-02-02 14:32:00,2274740,660269546,2097906,290,115,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845768/SRR27845768.lite.1,SRX23508987,DENV1/Viet_Nam/2013-01-08/Yale-DN01475,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359837,SAMN39748859,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-01-08/Yale-DN01475,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,D86203AE7B87D952CB1244DE41363E60,0E9FA390BDACE413B4ADA73FF9CCD46A
SRR27845746,2024-02-02 14:37:31,2024-02-02 14:30:54,66621,19378887,61716,290,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845746/SRR27845746.lite.1,SRX23509009,DENV1/Viet_Nam/2013-02-19/Yale-DN01520,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359858,SAMN39748879,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-02-19/Yale-DN01520,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,70EC8A0E33200283F7686FF0351C70F2,403014527F7223C0D43ADF83D008380D
SRR27845976,2024-02-02 14:37:27,2024-02-02 14:31:18,755528,218640450,692422,289,41,GCA_000862125.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845976/SRR27845976.lite.1,SRX23508779,DENV1/Viet_Nam/2013-02-19/Yale-DN01636,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359628,SAMN39748932,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-02-19/Yale-DN01636,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,96CCDB38A14E7CD01FB0011143B5A4ED,F6B8F004C3D5241C63C7F41772BB1311
SRR27845975,2024-02-02 14:37:27,2024-02-02 14:31:20,213482,61573119,194287,288,12,GCA_000862125.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845975/SRR27845975.lite.1,SRX23508780,DENV1/Viet_Nam/2013-03-15/Yale-DN01637,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359629,SAMN39748933,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-03-15/Yale-DN01637,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,3E6E35DDE8C1A25A8E7791FB731A53F6,50BBC2741AD0E93201AA23130EE934FE
SRR27845790,2024-02-02 14:37:30,2024-02-02 14:31:41,1189001,348143033,1116582,292,54,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845790/SRR27845790.lite.1,SRX23508965,DENV1/Viet_Nam/2013-03-22/Yale-DN01356,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359814,SAMN39748816,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-03-22/Yale-DN01356,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,B631F211FE064CFB141556EE59FF32F2,E879E5CA3F9E9438450CDEA96F791A5F
SRR27845951,2024-02-02 14:37:28,2024-02-02 14:31:13,330030,95334907,301327,288,17,GCA_000862125.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845951/SRR27845951.lite.1,SRX23508804,DENV1/Viet_Nam/2013-03-27/Yale-DN01748,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359653,SAMN39748979,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-03-27/Yale-DN01748,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,B6C57A5D304EA87949ED559ACE582E06,CCD9A0FE7D88AE9911540AF705AB7821
SRR27845931,2024-02-02 14:37:28,2024-02-02 14:31:15,316575,91931518,292243,290,17,GCA_000862125.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845931/SRR27845931.lite.1,SRX23508824,DENV1/Viet_Nam/2013-04-18/Yale-DN01162,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359673,SAMN39748773,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-04-18/Yale-DN01162,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,3DF062852F33B43D648768A1D730301C,3A40211A7DDDE7A95C513D0E617F76F2
SRR27845766,2024-02-02 14:37:31,2024-02-02 14:31:21,994399,289278703,921354,290,51,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845766/SRR27845766.lite.1,SRX23508989,DENV1/Viet_Nam/2013-05-06/Yale-DN01479,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359839,SAMN39748861,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-05-06/Yale-DN01479,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,FEA9DEF9760B3DADD273CBA5417EA5BD,A76119EE0665B2F1E46DA92EF330AD8C
SRR27846233,2024-02-02 14:37:32,2024-02-02 14:33:37,1508086,434034249,1366313,287,81,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27846/SRR27846233/SRR27846233.lite.1,SRX23509116,DENV1/Viet_Nam/2013-05-08/Yale-DN01920,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359965,SAMN39749102,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-05-08/Yale-DN01920,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,849BE5952C0C46DE93A20ED0B33587BA,0E4DD799BB4E5A0655B451935000ADD9
SRR27846247,2024-02-02 14:37:32,2024-02-02 14:33:43,1972015,569492725,1799460,288,102,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27846/SRR27846247/SRR27846247.lite.1,SRX23509102,DENV1/Viet_Nam/2013-05-14/Yale-DN01820,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359951,SAMN39749014,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-05-14/Yale-DN01820,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,976CFF599F0D1E78033EA0149E79689B,A2CDB7DBDEEACAC66CF706BA8767DD86
SRR27846086,2024-02-02 14:37:35,2024-02-02 14:31:51,1993759,571935301,1793892,286,111,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27846/SRR27846086/SRR27846086.lite.1,SRX23509263,DENV1/Viet_Nam/2013-05-27/Yale-DN01891,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20360112,SAMN39749083,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-05-27/Yale-DN01891,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,97A6A60376DE2E6DF9B4B22D35C797CC,5F2EAD938A375DAA923EB2110A6926B0
SRR27845765,2024-02-02 14:37:31,2024-02-02 14:31:07,1324991,385809077,1230036,291,67,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845765/SRR27845765.lite.1,SRX23508990,DENV1/Viet_Nam/2013-06-04/Yale-DN01480,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359838,SAMN39748862,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-06-04/Yale-DN01480,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,0A4C7D048B132920631CD34457C1AF51,479D67E4E43A0B4FE5CE9B5CB193C7E1
SRR27845745,2024-02-02 14:37:31,2024-02-02 14:32:15,2589315,752911670,2396855,290,132,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845745/SRR27845745.lite.1,SRX23509010,DENV1/Viet_Nam/2013-06-11/Yale-DN01523,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359859,SAMN39748880,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-06-11/Yale-DN01523,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,6B7D1D78B618C66B6B36F60A9B0DF8C6,C672C95167A13EEF4F03EAB9EB51CDB5
SRR27846254,2024-02-02 14:41:23,2024-02-02 14:35:34,6480463,1870382489,5906176,288,338,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27846/SRR27846254/SRR27846254.lite.1,SRX23509095,DENV1/Viet_Nam/2013-06-13/Yale-DN01164,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359944,SAMN39748774,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-06-13/Yale-DN01164,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,8520A32CACB176D3AF49EE95F7343B5F,56913644FBBE6D847DE6E7A461EDC55A
SRR27845763,2024-02-02 14:37:31,2024-02-02 14:31:40,2194244,639370693,2039999,291,112,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845763/SRR27845763.lite.1,SRX23508992,DENV1/Viet_Nam/2013-06-18/Yale-DN01482,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359841,SAMN39748864,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-06-18/Yale-DN01482,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,F0E2F686B62CA9CD5AFD5717683511D0,5C1E13740AD2DBC160FDB8482B75C84E
SRR27845992,2024-02-02 14:37:36,2024-02-02 14:31:55,1432143,418241612,1337669,292,68,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845992/SRR27845992.lite.1,SRX23509357,DENV1/Viet_Nam/2013-06-26/Yale-DN01427,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20360206,SAMN39748834,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-06-26/Yale-DN01427,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,0CE1AFC98F8D8606173592762B1BBC5D,0BB4170038149F228472934DFA60EB00
SRR27845762,2024-02-02 14:37:31,2024-02-02 14:31:18,1819413,528870101,1683038,290,94,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845762/SRR27845762.lite.1,SRX23508993,DENV1/Viet_Nam/2013-07-03/Yale-DN01483,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359842,SAMN39748865,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-07-03/Yale-DN01483,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,C3C8428A3B43C768A55E020ADA425FC4,381EC4478E28FE3195487177056AA5F6
SRR27846231,2024-02-02 14:37:32,2024-02-02 14:33:28,830636,243440086,781550,293,41,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27846/SRR27846231/SRR27846231.lite.1,SRX23509118,DENV1/Viet_Nam/2013-07-08/Yale-DN01922-1,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359968,SAMN39749104,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-07-08/Yale-DN01922-1,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,B7F0EDB987234DE1C296434658DC3961,46E05562222302D9A49A103E90719BAF
SRR27846230,2024-02-02 14:37:32,2024-02-02 14:33:07,467429,134146739,420960,286,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27846/SRR27846230/SRR27846230.lite.1,SRX23509119,DENV1/Viet_Nam/2013-07-18/Yale-DN01924,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359967,SAMN39749105,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-07-18/Yale-DN01924,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,3C80F914900215E49F065659446B083E,A45A92AD4E5161631A3D08DF8FA4A052
SRR27846229,2024-02-02 14:41:23,2024-02-02 14:34:49,9234017,2678806138,8506421,290,501,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27846/SRR27846229/SRR27846229.lite.1,SRX23509120,DENV1/Viet_Nam/2013-07-22/Yale-DN01925-1,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359969,SAMN39749106,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-07-22/Yale-DN01925-1,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,B1BC1566EB1DAB23416EF811E324E510,2B8B9BE3266EAB33B000F98EF780A1AD
SRR27845973,2024-02-02 14:37:27,2024-02-02 14:31:06,492618,142005685,447817,288,28,GCA_000862125.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845973/SRR27845973.lite.1,SRX23508782,DENV1/Viet_Nam/2013-07-24/Yale-DN01645,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359630,SAMN39748935,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-07-24/Yale-DN01645,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,9BF8A13D3D9452DBF48AB6B55ECC9BAB,84E69C6277A92E5BFEFC58601E3EFA51
SRR27846243,2024-02-02 14:37:32,2024-02-02 14:34:25,5115993,1478074070,4672577,288,265,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27846/SRR27846243/SRR27846243.lite.1,SRX23509106,DENV1/Viet_Nam/2013-08-09/Yale-DN01168,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359955,SAMN39748775,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-08-09/Yale-DN01168,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,71C00FC095A7568436F558859FEAA94C,0DEDB7C45FEF61A9B61EC2651BD9CB5A
SRR27846108,2024-02-02 14:37:34,2024-02-02 14:31:51,1913597,549513915,1725568,287,103,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27846/SRR27846108/SRR27846108.lite.1,SRX23509241,DENV1/Viet_Nam/2013-08-09/Yale-DN01871,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20360088,SAMN39749063,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-08-09/Yale-DN01871,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,8B2B452174B2DF57CE248143F94CEA18,9E10092C8A1C324349306BE6294209EA
SRR27846241,2024-02-02 14:37:32,2024-02-02 14:33:54,2366333,682572095,2154012,288,130,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27846/SRR27846241/SRR27846241.lite.1,SRX23509108,DENV1/Viet_Nam/2013-08-19/Yale-DN01825,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359957,SAMN39749019,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-08-19/Yale-DN01825,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,1C92A358D49A9F228115ECB6041729B8,A5240EC634A09AB17FD26F6FDAB7D1EF
SRR27845936,2024-02-02 14:37:28,2024-02-02 14:31:36,1202191,347132239,1096698,288,61,GCA_000862125.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845936/SRR27845936.lite.1,SRX23508819,DENV1/Viet_Nam/2013-08-29/Yale-DN01791,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359668,SAMN39748993,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-08-29/Yale-DN01791,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,3272C47943479114926CE199631908A7,3B9C1507934F0A067D5BC1597C9A63C6
SRR27845761,2024-02-02 14:37:31,2024-02-02 14:31:21,31238,9090049,28961,290,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845761/SRR27845761.lite.1,SRX23508994,DENV1/Viet_Nam/2013-09-03/Yale-DN01487,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359843,SAMN39748866,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-09-03/Yale-DN01487,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,A515CAFE07507D090555A36DEB4B1C21,6DA5C0344E953FC144CB7CBFFEBDF849
SRR27846148,2024-02-02 14:37:34,2024-02-02 14:31:40,2314670,672126066,2136496,290,124,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27846/SRR27846148/SRR27846148.lite.1,SRX23509201,DENV1/Viet_Nam/2013-09-04/Yale-DN01173,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20360050,SAMN39748776,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-09-04/Yale-DN01173,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,612B7F266AF029177EBE9DE36101F7DC,FF2D825DAD68DD05A7840E7498497ECD
SRR27845948,2024-02-02 14:37:28,2024-02-02 14:31:15,1659401,480101178,1520077,289,84,GCA_000862125.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845948/SRR27845948.lite.1,SRX23508807,DENV1/Viet_Nam/2013-09-06/Yale-DN01754,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359656,SAMN39748982,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-09-06/Yale-DN01754,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,B7D3F679C264512F29DDD3F9B5E8BFA8,621B675BB39F42E71E4A08F91C80F068
SRR27845743,2024-02-02 14:37:31,2024-02-02 14:31:11,739588,216169637,691999,292,38,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845743/SRR27845743.lite.1,SRX23509012,DENV1/Viet_Nam/2013-09-10/Yale-DN01528,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359861,SAMN39748882,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-09-10/Yale-DN01528,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,CE0DFF085BAC33D90CC71B03CE6F7594,315904EECFA1184D7A3C5070EE9829C8
SRR27845969,2024-02-02 14:37:27,2024-02-02 14:31:19,566762,163879394,518532,289,31,GCA_000862125.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845969/SRR27845969.lite.1,SRX23508786,DENV1/Viet_Nam/2013-09-25/Yale-DN01652,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359635,SAMN39748938,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-09-25/Yale-DN01652,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,F58CD457244B405A1FF80BB5B24A0A76,9C451F456D10A494D88B8C305DA2A1DA
SRR27845968,2024-02-02 14:37:27,2024-02-02 14:31:44,1021894,296079743,938899,289,57,GCA_000862125.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845968/SRR27845968.lite.1,SRX23508787,DENV1/Viet_Nam/2013-10-07/Yale-DN01653,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359636,SAMN39748939,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-10-07/Yale-DN01653,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,D7FA8FE234B321C445C73F7105C5B0F7,4A3E5DE2E4B834103004A24F9767EF4D
SRR27845967,2024-02-02 14:37:27,2024-02-02 14:31:38,1292171,373401558,1180687,288,70,GCA_000862125.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845967/SRR27845967.lite.1,SRX23508788,DENV1/Viet_Nam/2013-10-07/Yale-DN01654,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359637,SAMN39748940,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-10-07/Yale-DN01654,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,BE7D074C485DD9ED475FF36D3F5E8836,97F6A68CAFE4761A58F724370ED4A8C0
SRR27845966,2024-02-02 14:37:27,2024-02-02 14:31:54,2099191,606530458,1917567,288,114,GCA_000862125.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27845/SRR27845966/SRR27845966.lite.1,SRX23508789,DENV1/Viet_Nam/2013-10-09/Yale-DN01655,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP487774,PRJNA1072696,,1072696,SRS20359638,SAMN39748941,simple,12637,Dengue virus,DENV1/Viet_Nam/2013-10-09/Yale-DN01655,,,,,,,no,,,,,YALE UNIVERSITY,SRA1796737,,public,CB99F80FBBD9AE395244C7A620B00B2E,BA257272D328E05AB5A15CB1BB2171B1
